Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-449147,"Signaling by Interleukins",50,643,0.04421675147847614,0.18258925032653286,0.6342336334010578,135,493,0.03647528854690737,-1.0,9606,Homo sapiens,"Q8TDQ0;Q14005;P06734;P05107;O95998;P80188;P29350;P13501;P14778;P13500;P46109;P14780;Q8NEV9;Q9Y6K9;P05231;P01730;P08887;P07237;P24158;P00441;P20333;P01033;P24394;P05556;Q14116;Q15109;P10147;P19320;P18510;Q96F46;P19438;P00915;Q9HB29;P09341;O00182;P14174;Q99650;P01589;P05362;P08253;P08254;P09601;P42574;P05067;Q01638;P04179;P27930","","R-HSA-450054;R-HSA-452100;R-HSA-452097;R-HSA-447246;R-HSA-450063;R-HSA-452108;R-HSA-1112602;R-HSA-1112604;R-HSA-6785898;R-HSA-8950674;R-HSA-452122;R-HSA-913424;R-HSA-9681294;R-HSA-8950441;R-HSA-449058;R-HSA-6786114;R-HSA-6783552;R-HSA-450337;R-HSA-6786124;R-HSA-450346;R-HSA-8950183;R-HSA-8937656;R-HSA-8950456;R-HSA-449077;R-HSA-449073;R-HSA-449087;R-HSA-445757;R-HSA-8848316;R-HSA-8848314;R-HSA-8937654;R-HSA-445752;R-HSA-445753;R-HSA-9008587;R-HSA-8950731;R-HSA-6783524;R-HSA-8950732;R-HSA-6786095;R-HSA-448591;R-HSA-8950210;R-HSA-6786092;R-HSA-8940998;R-HSA-508247;R-HSA-6786101;R-HSA-912734;R-HSA-450133;R-HSA-6786096;R-HSA-6786110;R-HSA-8950485;R-HSA-448603;R-HSA-451942;R-HSA-8950504;R-HSA-919404;R-HSA-1112690;R-HSA-6786050;R-HSA-5684275;R-HSA-1067640;R-HSA-6786058;R-HSA-1112703;R-HSA-6785047;R-HSA-6786070;R-HSA-6788628;R-HSA-448629;R-HSA-8848370;R-HSA-9008894;R-HSA-914036;R-HSA-6785821;R-HSA-8950771;R-HSA-508282;R-HSA-5684267;R-HSA-8950518;R-HSA-6786072;R-HSA-6788582;R-HSA-6793958;R-HSA-8950537;R-HSA-912527;R-HSA-508292;R-HSA-1067667;R-HSA-5678544;R-HSA-1112727;R-HSA-9617941;R-HSA-6789615;R-HSA-446862;R-HSA-6797293;R-HSA-8848395;R-HSA-1067676;R-HSA-8848392;R-HSA-446868;R-HSA-448660;R-HSA-1067651;R-HSA-1112708;R-HSA-5609665;R-HSA-9007901;R-HSA-912790;R-HSA-1067659;R-HSA-6788346;R-HSA-448421;R-HSA-1112755;R-HSA-909738;R-HSA-446894;R-HSA-6784204;R-HSA-446634;R-HSA-448427;R-HSA-1112510;R-HSA-5340385;R-HSA-6797268;R-HSA-446130;R-HSA-1067688;R-HSA-448703;R-HSA-6788571;R-HSA-446648;R-HSA-6784160;R-HSA-8950340;R-HSA-8950342;R-HSA-168140;R-HSA-1112514;R-HSA-913374;R-HSA-8950623;R-HSA-446684;R-HSA-446694;R-HSA-6790022;R-HSA-446692;R-HSA-168166;R-HSA-1112565;R-HSA-8950113;R-HSA-446701;R-HSA-450027;R-HSA-451561;R-HSA-9681763;R-HSA-453111;R-HSA-6789524;R-HSA-447219;R-HSA-453104;R-HSA-8950398;R-HSA-168184;R-HSA-452091"
R-HSA-9664433,"Leishmania parasite growth and survival",8,297,0.02042360060514372,0.18484371562094512,0.6342336334010578,15,40,0.002959455460195324,-1.0,9606,Homo sapiens,"P35318;P12318;P01215;Q86VB7;P12931;P05231;P0DOY2;P01222","","R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9662710;R-HSA-9662837;R-HSA-9665525;R-HSA-9660824;R-HSA-9662781;R-HSA-9664285;R-HSA-9663426;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268"
R-HSA-9662851,"Anti-inflammatory response favouring Leishmania parasite infection",8,297,0.02042360060514372,0.18484371562094512,0.6342336334010578,15,40,0.002959455460195324,-1.0,9606,Homo sapiens,"P35318;P12318;P01215;Q86VB7;P12931;P05231;P0DOY2;P01222","","R-HSA-9664275;R-HSA-9664273;R-HSA-9664278;R-HSA-9662710;R-HSA-9662837;R-HSA-9665525;R-HSA-9660824;R-HSA-9662781;R-HSA-9664285;R-HSA-9663426;R-HSA-9664261;R-HSA-9664271;R-HSA-9664270;R-HSA-9664397;R-HSA-9664268"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",13,129,0.008870856828496768,0.18880827256056784,0.6342336334010578,2,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"Q9GZV9;P08581;P09619;P04085;P01127;P21583;P00533;P10721;P12931;Q99075;Q01638","","R-HSA-2316434;R-HSA-8857925"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",13,137,0.009420987484527575,0.18880827256056784,0.6342336334010578,2,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"Q9GZV9;P08581;P09619;P04085;P01127;P21583;P00533;P10721;P12931;Q99075;Q01638","","R-HSA-2316434;R-HSA-8857925"
R-HSA-1257604,"PIP3 activates AKT signaling",13,319,0.02193645990922844,0.18880827256056784,0.6342336334010578,2,86,0.006362829239419947,-1.0,9606,Homo sapiens,"Q9GZV9;P08581;P09619;P04085;P01127;P21583;P00533;P10721;P12931;Q99075;Q01638","","R-HSA-2316434;R-HSA-8857925"
R-HSA-9006925,"Intracellular signaling by second messengers",13,366,0.025168477513409435,0.18880827256056784,0.6342336334010578,2,114,0.008434448061556674,-1.0,9606,Homo sapiens,"Q9GZV9;P08581;P09619;P04085;P01127;P21583;P00533;P10721;P12931;Q99075;Q01638","","R-HSA-2316434;R-HSA-8857925"
R-HSA-917937,"Iron uptake and transport",3,83,0.005707605556319626,0.19173337448362215,0.6342336334010578,10,34,0.0025155371411660255,-1.0,9606,Homo sapiens,"P80188;P02786;P09601","","R-HSA-917839;R-HSA-917807;R-HSA-5691154;R-HSA-189398;R-HSA-917835;R-HSA-5229273;R-HSA-917814;R-HSA-5246444;R-HSA-917987;R-HSA-5671707"
R-HSA-157118,"Signaling by NOTCH",7,258,0.017741713656993535,0.19637969862776022,0.6342336334010578,89,154,0.011393903521751998,1.0,9606,Homo sapiens,"Q9UM47;Q12860;P06734;P46531;P15291;P80370;P00533","","R-HSA-1912349;R-HSA-9021451;R-HSA-9021450;R-HSA-9021325;R-HSA-4396371;R-HSA-1980047;R-HSA-1980044;R-HSA-9016861;R-HSA-1980042;R-HSA-2127285;R-HSA-1980041;R-HSA-4396379;R-HSA-1980039;R-HSA-9013652;R-HSA-4396382;R-HSA-9021480;R-HSA-1912382;R-HSA-9018538;R-HSA-1912379;R-HSA-9016751;R-HSA-2974731;R-HSA-9018542;R-HSA-1912378;R-HSA-1912372;R-HSA-9604664;R-HSA-1912374;R-HSA-157353;R-HSA-1912369;R-HSA-9013284;R-HSA-157100;R-HSA-9021478;R-HSA-1980078;R-HSA-2220816;R-HSA-1980074;R-HSA-9013567;R-HSA-1912353;R-HSA-1912352;R-HSA-1980067;R-HSA-1912355;R-HSA-9017398;R-HSA-1980065;R-HSA-1912412;R-HSA-1912415;R-HSA-157632;R-HSA-1912409;R-HSA-9013069;R-HSA-9018573;R-HSA-1980122;R-HSA-9018572;R-HSA-1980123;R-HSA-157124;R-HSA-1980118;R-HSA-9013568;R-HSA-9017797;R-HSA-1980112;R-HSA-373706;R-HSA-9017817;R-HSA-1912396;R-HSA-1980109;R-HSA-1912398;R-HSA-1852623;R-HSA-1912393;R-HSA-9021406;R-HSA-1912394;R-HSA-9021520;R-HSA-1912388;R-HSA-9021523;R-HSA-1912391;R-HSA-9667657;R-HSA-157145;R-HSA-1912385;R-HSA-9016916;R-HSA-1912386;R-HSA-9017835;R-HSA-157926;R-HSA-2168136;R-HSA-9021412;R-HSA-157937;R-HSA-9014141;R-HSA-1980138;R-HSA-9017855;R-HSA-9013631;R-HSA-9013361;R-HSA-9014129;R-HSA-4396347;R-HSA-9013488;R-HSA-1980130;R-HSA-1912416;R-HSA-1980128"
R-HSA-199991,"Membrane Trafficking",15,665,0.04572961078256086,0.1981662610965388,0.6342336334010578,60,219,0.0162030186445694,-1.0,9606,Homo sapiens,"O95721;P11717;P01130;P13987;P12931;Q99075;Q8NI22;Q99523;Q8NBS9;O00161;Q9UBR2;P00533;P01730;P02786;P05067","","R-HSA-8868230;R-HSA-5229132;R-HSA-5694418;R-HSA-5694417;R-HSA-5694431;R-HSA-5694428;R-HSA-8868236;R-HSA-191636;R-HSA-5694410;R-HSA-8871194;R-HSA-8871193;R-HSA-5694409;R-HSA-376357;R-HSA-6807877;R-HSA-191654;R-HSA-6807875;R-HSA-6814671;R-HSA-6814670;R-HSA-376364;R-HSA-191656;R-HSA-8867756;R-HSA-8868651;R-HSA-8867754;R-HSA-8868648;R-HSA-5694439;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-6814675;R-HSA-376369;R-HSA-8868658;R-HSA-6814674;R-HSA-432688;R-HSA-5694446;R-HSA-8869438;R-HSA-5694441;R-HSA-421831;R-HSA-432706;R-HSA-432707;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-6809003;R-HSA-421835;R-HSA-432712;R-HSA-6811433;R-HSA-421833;R-HSA-6809011;R-HSA-6809010;R-HSA-8868071;R-HSA-8866279;R-HSA-8866277;R-HSA-8863471;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-8868072;R-HSA-1449574;R-HSA-429815;R-HSA-5229111"
R-HSA-3656225,"Defective CHST6 causes MCDC1",3,9,6.188969880346583E-4,0.20296958080116126,0.6342336334010578,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P16112;Q99983;P51888","","R-HSA-3656269"
R-HSA-3656243,"Defective ST3GAL3 causes MCT12 and EIEE15",3,9,6.188969880346583E-4,0.20296958080116126,0.6342336334010578,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P16112;Q99983;P51888","","R-HSA-3656258"
R-HSA-2022857,"Keratan sulfate degradation",3,22,0.0015128593040847202,0.20296958080116126,0.6342336334010578,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P16112;Q99983;P51888","","R-HSA-2046239;R-HSA-1793217"
R-HSA-421270,"Cell-cell junction organization",6,67,0.004607344244258012,0.2049486091789728,0.6342336334010578,8,21,0.0015537141166025452,1.0,9606,Homo sapiens,"P03950;Q9Y624;Q92692;P33151;P19022;P12830","","R-HSA-5692437;R-HSA-419011;R-HSA-420591;R-HSA-433711;R-HSA-419981;R-HSA-419002;R-HSA-419003;R-HSA-419001"
R-HSA-5653656,"Vesicle-mediated transport",23,824,0.05666345757117315,0.20712373217584207,0.6342336334010578,72,252,0.01864456939923054,-1.0,9606,Homo sapiens,"O95721;P11717;P02452;P02760;P01130;P13987;P12931;Q99075;P0DOY2;Q8NI22;Q96PL1;Q99523;Q8NBS9;Q5KU26;O00161;Q9UBR2;Q9UEW3;Q14162;P00533;Q86VB7;P01730;P02786;P05067","","R-HSA-8868230;R-HSA-5229132;R-HSA-5694418;R-HSA-5694417;R-HSA-5694431;R-HSA-5694428;R-HSA-8868236;R-HSA-2168881;R-HSA-2168883;R-HSA-191636;R-HSA-2168888;R-HSA-5694410;R-HSA-8871194;R-HSA-2981040;R-HSA-8871193;R-HSA-5694409;R-HSA-376357;R-HSA-6807877;R-HSA-191654;R-HSA-6807875;R-HSA-6814671;R-HSA-6814670;R-HSA-376364;R-HSA-191656;R-HSA-8867756;R-HSA-8868651;R-HSA-2197645;R-HSA-8867754;R-HSA-8868648;R-HSA-5694439;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-6814675;R-HSA-376369;R-HSA-8868658;R-HSA-6814674;R-HSA-432688;R-HSA-5694446;R-HSA-2230938;R-HSA-8869438;R-HSA-5694441;R-HSA-421831;R-HSA-432706;R-HSA-432707;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-6809003;R-HSA-421835;R-HSA-432712;R-HSA-6811433;R-HSA-421833;R-HSA-6809011;R-HSA-6809010;R-HSA-2187261;R-HSA-2203516;R-HSA-8868071;R-HSA-8866279;R-HSA-3221843;R-HSA-8866277;R-HSA-8863471;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-8868072;R-HSA-1449574;R-HSA-429815;R-HSA-2247510;R-HSA-2173781;R-HSA-2247514;R-HSA-5229111"
R-HSA-877300,"Interferon gamma signaling",4,250,0.01719158300096273,0.21135192164005942,0.6342336334010578,3,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P13591;P19320;P29350;P05362","","R-HSA-877308;R-HSA-873918;R-HSA-1031716"
R-HSA-913531,"Interferon Signaling",4,394,0.02709393480951726,0.21135192164005942,0.6342336334010578,5,69,0.005105060668836934,1.0,9606,Homo sapiens,"P13591;P19320;P29350;P05362","","R-HSA-877308;R-HSA-909726;R-HSA-873918;R-HSA-1031716;R-HSA-997314"
R-HSA-9029558,"NR1H2 & NR1H3 regulate gene expression linked to lipogenesis",1,17,0.0011690276440654655,0.21211225783858473,0.6342336334010578,1,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"Q9Y5C1","","R-HSA-9657775"
R-HSA-1474228,"Degradation of the extracellular matrix",18,148,0.010177417136569935,0.21244436270425154,0.6342336334010578,68,105,0.007768570583012726,1.0,9606,Homo sapiens,"P01033;P02452;P07711;P07339;P12830;P10451;P39900;P14543;P14780;P16112;P39060;P08253;P07585;P08254;P42574;P98160;P09237;P07478","","R-HSA-8940554;R-HSA-4086205;R-HSA-3828025;R-HSA-1604763;R-HSA-1474197;R-HSA-1564179;R-HSA-3791295;R-HSA-1604368;R-HSA-1604752;R-HSA-1602454;R-HSA-1564184;R-HSA-1604360;R-HSA-1566981;R-HSA-1564164;R-HSA-1566979;R-HSA-3791149;R-HSA-8855825;R-HSA-1458433;R-HSA-2534206;R-HSA-8940561;R-HSA-3814820;R-HSA-1604359;R-HSA-1454781;R-HSA-1592371;R-HSA-1592362;R-HSA-1454757;R-HSA-1474213;R-HSA-2534160;R-HSA-2168982;R-HSA-2484882;R-HSA-2485148;R-HSA-2537499;R-HSA-1564117;R-HSA-2534240;R-HSA-1564112;R-HSA-1604690;R-HSA-3827958;R-HSA-1592278;R-HSA-2534248;R-HSA-4224014;R-HSA-1564120;R-HSA-2168046;R-HSA-1454791;R-HSA-2534260;R-HSA-1592270;R-HSA-2473596;R-HSA-8943959;R-HSA-2471621;R-HSA-1592314;R-HSA-1604731;R-HSA-1604732;R-HSA-1592316;R-HSA-1566962;R-HSA-1604350;R-HSA-1604722;R-HSA-2533965;R-HSA-1592436;R-HSA-1454843;R-HSA-1592310;R-HSA-3791319;R-HSA-1454822;R-HSA-1604712;R-HSA-1592297;R-HSA-2514772;R-HSA-2533970;R-HSA-1564143;R-HSA-1564142;R-HSA-2168923"
R-HSA-180292,"GAB1 signalosome",4,23,0.001581625636088571,0.2136508804943897,0.6342336334010578,9,11,8.138502515537141E-4,-1.0,9606,Homo sapiens,"Q9NWQ8;P00533;P12931;Q99075","","R-HSA-177923;R-HSA-177939;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177941;R-HSA-177930;R-HSA-177944;R-HSA-177935"
R-HSA-187687,"Signalling to ERKs",2,42,0.0028881859441617385,0.21657410301026103,0.6342336334010578,5,32,0.0023675643681562593,-1.0,9606,Homo sapiens,"P46109;P12931","","R-HSA-170978;R-HSA-170979;R-HSA-171011;R-HSA-170975;R-HSA-170991"
R-HSA-418555,"G alpha (s) signalling events",4,172,0.011827809104662357,0.21738316855319245,0.6342336334010578,6,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"P35318;P01215;P12931;P01222","","R-HSA-379044;R-HSA-8964252;R-HSA-8964287;R-HSA-744887;R-HSA-744886;R-HSA-8964278"
R-HSA-8878159,"Transcriptional regulation by RUNX3",3,118,0.008114427176454407,0.21773289574114782,0.6342336334010578,9,47,0.0034773601657295057,1.0,9606,Homo sapiens,"P46531;P12931;P10451","","R-HSA-1980047;R-HSA-8952442;R-HSA-8878243;R-HSA-8937807;R-HSA-8937792;R-HSA-4396347;R-HSA-8878237;R-HSA-8878220;R-HSA-8937814"
R-HSA-5602636,"IKBKB deficiency causes SCID",1,3,2.0629899601155274E-4,0.217836394474104,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5228840"
R-HSA-5603027,"IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)",1,3,2.0629899601155274E-4,0.217836394474104,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5262921"
R-HSA-5603029,"IkBA variant leads to EDA-ID",1,8,5.501306560308073E-4,0.217836394474104,0.6342336334010578,1,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5228811"
R-HSA-1810476,"RIP-mediated NFkB activation via ZBP1",1,19,0.0013065603080731675,0.217836394474104,0.6342336334010578,2,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-168910;R-HSA-168140"
R-HSA-168638,"NOD1/2 Signaling Pathway",1,40,0.0027506532801540367,0.217836394474104,0.6342336334010578,8,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-741386;R-HSA-688136;R-HSA-688985;R-HSA-688137;R-HSA-706479;R-HSA-622415;R-HSA-741411;R-HSA-168184"
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",1,19,0.0013065603080731675,0.217836394474104,0.6342336334010578,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-9014343"
R-HSA-937041,"IKK complex recruitment mediated by RIP1",1,24,0.001650391968092422,0.217836394474104,0.6342336334010578,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-937029"
R-HSA-450321,"JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1",1,26,0.0017879246321001237,0.217836394474104,0.6342336334010578,1,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-450337"
R-HSA-1169091,"Activation of NF-kappaB in B cells",1,72,0.004951175904277266,0.217836394474104,0.6342336334010578,3,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-1168641;R-HSA-1168637;R-HSA-1168638"
R-HSA-975144,"IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation",1,16,0.0011002613120616146,0.217836394474104,0.6342336334010578,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-975119"
R-HSA-937039,"IRAK1 recruits IKK complex",1,16,0.0011002613120616146,0.217836394474104,0.6342336334010578,1,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-937032"
R-HSA-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",1,18,0.0012377939760693166,0.217836394474104,0.6342336334010578,2,8,5.918910920390648E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5684275;R-HSA-5684267"
R-HSA-4755510,"SUMOylation of immune response proteins",1,11,7.564296520423601E-4,0.217836394474104,0.6342336334010578,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-4755411"
R-HSA-933543,"NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10",1,14,9.627286480539128E-4,0.217836394474104,0.6342336334010578,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-933539"
R-HSA-450302,"activated TAK1 mediates p38 MAPK activation",1,27,0.0018566909641039746,0.217836394474104,0.6342336334010578,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-450346"
R-HSA-5602358,"Diseases associated with the TLR signaling cascade",1,42,0.0028881859441617385,0.217836394474104,0.6342336334010578,3,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5228811;R-HSA-5228840;R-HSA-5262921"
R-HSA-5260271,"Diseases of Immune System",1,42,0.0028881859441617385,0.217836394474104,0.6342336334010578,3,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5228811;R-HSA-5228840;R-HSA-5262921"
R-HSA-1168372,"Downstream signaling events of B Cell Receptor (BCR)",1,91,0.006257736212350433,0.217836394474104,0.6342336334010578,3,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-1168641;R-HSA-1168637;R-HSA-1168638"
R-HSA-1606322,"ZBP1(DAI) mediated induction of type I IFNs",1,23,0.001581625636088571,0.217836394474104,0.6342336334010578,2,11,8.138502515537141E-4,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-168910;R-HSA-168140"
R-HSA-450294,"MAP kinase activation",1,69,0.004744876908265713,0.217836394474104,0.6342336334010578,4,32,0.0023675643681562593,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-5684275;R-HSA-450337;R-HSA-450346;R-HSA-5684267"
R-HSA-5689896,"Ovarian tumor domain proteases",1,44,0.0030257186081694403,0.217836394474104,0.6342336334010578,1,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-688136"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",1,77,0.00529500756429652,0.217836394474104,0.6342336334010578,2,49,0.003625332938739272,-1.0,9606,Homo sapiens,"Q9Y6K9","","R-HSA-168910;R-HSA-168140"
R-HSA-6811438,"Intra-Golgi traffic",1,48,0.003300783936184844,0.2203460155942803,0.6342336334010578,1,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"O95721","","R-HSA-6811433"
R-HSA-3371378,"Regulation by c-FLIP",3,11,7.564296520423601E-4,0.2260611118284966,0.6342336334010578,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-3465459;R-HSA-3465448;R-HSA-3371359"
R-HSA-69416,"Dimerization of procaspase-8",3,11,7.564296520423601E-4,0.2260611118284966,0.6342336334010578,2,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-141156;R-HSA-73945"
R-HSA-5218900,"CASP8 activity is inhibited",3,14,9.627286480539128E-4,0.2260611118284966,0.6342336334010578,2,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-3465429;R-HSA-5675456"
R-HSA-140534,"Caspase activation via Death Receptors in the presence of ligand",3,20,0.0013753266400770184,0.2260611118284966,0.6342336334010578,6,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-139952;R-HSA-141156;R-HSA-3465459;R-HSA-73945;R-HSA-3465448;R-HSA-3371359"
R-HSA-5675482,"Regulation of necroptotic cell death",3,38,0.002613120616146335,0.2260611118284966,0.6342336334010578,2,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-3465429;R-HSA-5675456"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",3,46,0.003163251272177142,0.2260611118284966,0.6342336334010578,3,34,0.0025155371411660255,-1.0,9606,Homo sapiens,"O00220;O14763;P25445","","R-HSA-3465429;R-HSA-5675456;R-HSA-5213462"
R-HSA-5083628,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",1,3,2.0629899601155274E-4,0.2266047908136565,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q14118","","R-HSA-5617096"
R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",1,4,2.7506532801540364E-4,0.2266047908136565,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q14118","","R-HSA-5615556"
R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",1,4,2.7506532801540364E-4,0.2266047908136565,0.6342336334010578,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q14118","","R-HSA-5615604"
R-HSA-9619665,"EGR2 and SOX10-mediated initiation of Schwann cell myelination",1,39,0.0026818869481501856,0.2266047908136565,0.6342336334010578,2,26,0.0019236460491269607,-1.0,9606,Homo sapiens,"Q14118","","R-HSA-9619666;R-HSA-9619668"
R-HSA-5638302,"Signaling by Overexpressed Wild-Type EGFR in Cancer",2,8,5.501306560308073E-4,0.22727297053565337,0.6342336334010578,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-1248677;R-HSA-1225978"
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",2,8,5.501306560308073E-4,0.22727297053565337,0.6342336334010578,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-1248677;R-HSA-1225978"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",2,9,6.188969880346583E-4,0.22727297053565337,0.6342336334010578,6,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-8857555;R-HSA-8857583;R-HSA-8857565;R-HSA-8857549;R-HSA-9634702;R-HSA-8857577"
R-HSA-212718,"EGFR interacts with phospholipase C-gamma",2,11,7.564296520423601E-4,0.22727297053565337,0.6342336334010578,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-212706;R-HSA-212710;R-HSA-212713"
R-HSA-8847993,"ERBB2 Activates PTK6 Signaling",2,18,0.0012377939760693166,0.22727297053565337,0.6342336334010578,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-8848005;R-HSA-8847995"
R-HSA-180336,"SHC1 events in EGFR signaling",2,19,0.0013065603080731675,0.22727297053565337,0.6342336334010578,4,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-177936;R-HSA-177925;R-HSA-177945;R-HSA-177933"
R-HSA-6785631,"ERBB2 Regulates Cell Motility",2,19,0.0013065603080731675,0.22727297053565337,0.6342336334010578,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-6785636;R-HSA-6785648"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",2,21,0.0014440929720808693,0.22727297053565337,0.6342336334010578,4,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-1250498;R-HSA-1306969;R-HSA-1250488;R-HSA-1306972"
R-HSA-1643713,"Signaling by EGFR in Cancer",2,32,0.002200522624123229,0.22727297053565337,0.6342336334010578,41,42,0.0031074282332050904,-1.0,9606,Homo sapiens,"P00533;Q99075","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-5637766;R-HSA-1248002;R-HSA-1220611;R-HSA-5637764;R-HSA-5637765;R-HSA-1220614;R-HSA-1220612;R-HSA-1220613;R-HSA-1248655;R-HSA-1169421;R-HSA-5637770;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-1247842;R-HSA-5637796;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-5637794;R-HSA-5637795;R-HSA-1248677;R-HSA-5637792;R-HSA-1225956;R-HSA-1247844;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-5637800;R-HSA-5637801"
