Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_ms_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",42,499,0.03431439966992161,0.07152430867326776,0.5133051031908327,251,484,0.03580941106836342,-1.0,9606,Homo sapiens,"P02671;P05106;P08514;P07900;P28066;P28065;P30086;P35579;Q9UBW5;P62993;P25789;P25788;P61224;P02545;P01137;P26038;P55072;P25787;Q9Y490;P25786;P31946;P06748;P60709;P10721;P35222;P28072;P28070;Q99436;P18206;P35232;P62987;P02679;P49721;P60900;P04275;P02675;P67936;P06753;P02751;Q9P2E9;P62942","","R-HSA-5339713;R-HSA-1220610;R-HSA-1220611;R-HSA-1220614;R-HSA-1839114;R-HSA-1220612;R-HSA-1220613;R-HSA-1839110;R-HSA-1169421;R-HSA-1839107;R-HSA-5387386;R-HSA-9724090;R-HSA-5387389;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-9665696;R-HSA-9665703;R-HSA-9665702;R-HSA-9665700;R-HSA-9665707;R-HSA-9665708;R-HSA-9698003;R-HSA-9698000;R-HSA-9665232;R-HSA-9698007;R-HSA-2769007;R-HSA-9698005;R-HSA-9698008;R-HSA-9669855;R-HSA-9698013;R-HSA-9724099;R-HSA-9669874;R-HSA-9649393;R-HSA-9669878;R-HSA-2737728;R-HSA-8936676;R-HSA-9665278;R-HSA-9669859;R-HSA-1247842;R-HSA-1247841;R-HSA-9669863;R-HSA-1247844;R-HSA-9669870;R-HSA-9698029;R-HSA-9669868;R-HSA-5655252;R-HSA-9703440;R-HSA-9703441;R-HSA-5655248;R-HSA-9703442;R-HSA-3656382;R-HSA-5655263;R-HSA-9703430;R-HSA-5655235;R-HSA-5655233;R-HSA-4839635;R-HSA-9703438;R-HSA-4839634;R-HSA-5655245;R-HSA-9703439;R-HSA-9703434;R-HSA-5655240;R-HSA-4839638;R-HSA-5655241;R-HSA-5655285;R-HSA-9664567;R-HSA-9652277;R-HSA-5655295;R-HSA-5655290;R-HSA-1227964;R-HSA-5655289;R-HSA-9673761;R-HSA-9673760;R-HSA-5655266;R-HSA-5483238;R-HSA-4827388;R-HSA-5655277;R-HSA-9652264;R-HSA-9725009;R-HSA-1225947;R-HSA-9725023;R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-5637766;R-HSA-5387392;R-HSA-5637764;R-HSA-5637765;R-HSA-5637770;R-HSA-9664588;R-HSA-9634418;R-HSA-5637808;R-HSA-9660538;R-HSA-9660536;R-HSA-1247999;R-HSA-5637798;R-HSA-9634402;R-HSA-9725030;R-HSA-9695841;R-HSA-1225952;R-HSA-9665121;R-HSA-5637796;R-HSA-5637794;R-HSA-5637795;R-HSA-1225956;R-HSA-9695845;R-HSA-5637792;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-1225961;R-HSA-9695853;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-1218833;R-HSA-9656215;R-HSA-9656214;R-HSA-9664918;R-HSA-9656213;R-HSA-9656212;R-HSA-9725342;R-HSA-1226014;R-HSA-9725338;R-HSA-1226012;R-HSA-9698179;R-HSA-1248002;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665412;R-HSA-9665417;R-HSA-1218824;R-HSA-9701810;R-HSA-2730752;R-HSA-2400009;R-HSA-2900765;R-HSA-1226016;R-HSA-9664933;R-HSA-9725357;R-HSA-9664940;R-HSA-9712084;R-HSA-9712085;R-HSA-9712086;R-HSA-9712087;R-HSA-9664983;R-HSA-6803234;R-HSA-9712081;R-HSA-5655315;R-HSA-6803233;R-HSA-9712082;R-HSA-9712083;R-HSA-5655326;R-HSA-9712088;R-HSA-9664991;R-HSA-5655323;R-HSA-9672158;R-HSA-5655320;R-HSA-6803240;R-HSA-9712078;R-HSA-9712079;R-HSA-9665009;R-HSA-5655348;R-HSA-3645780;R-HSA-5655347;R-HSA-3642203;R-HSA-9672163;R-HSA-9672164;R-HSA-6803230;R-HSA-9672170;R-HSA-9665000;R-HSA-6803227;R-HSA-3656523;R-HSA-6802919;R-HSA-6802918;R-HSA-9669906;R-HSA-9670418;R-HSA-9670417;R-HSA-6802916;R-HSA-9670416;R-HSA-6802915;R-HSA-9669911;R-HSA-6802914;R-HSA-6802912;R-HSA-6802927;R-HSA-6802926;R-HSA-9670426;R-HSA-6802925;R-HSA-9665304;R-HSA-6802924;R-HSA-9665311;R-HSA-9670431;R-HSA-6802922;R-HSA-6802921;R-HSA-9670428;R-HSA-6802935;R-HSA-6802934;R-HSA-2220976;R-HSA-9669890;R-HSA-6802933;R-HSA-6802932;R-HSA-9665280;R-HSA-8936731;R-HSA-9665286;R-HSA-9665284;R-HSA-6802943;R-HSA-6802942;R-HSA-9669898;R-HSA-6802941;R-HSA-1248655;R-HSA-9670414;R-HSA-6802937;R-HSA-9670413;R-HSA-9669900;R-HSA-9670412;R-HSA-1248694;R-HSA-5638137;R-HSA-9665315;R-HSA-2220944;R-HSA-9670433;R-HSA-9700131;R-HSA-9670436;R-HSA-6802911;R-HSA-6802910;R-HSA-6802908;R-HSA-8853308;R-HSA-8853307;R-HSA-9700181;R-HSA-8853316;R-HSA-8853314;R-HSA-9700179;R-HSA-9700190;R-HSA-8853323;R-HSA-9710917;R-HSA-9710914;R-HSA-9706356;R-HSA-9680242;R-HSA-1839102;R-HSA-1839095;R-HSA-9680248;R-HSA-9665407;R-HSA-9698174;R-HSA-9665405;R-HSA-9665404;R-HSA-9700193;R-HSA-3304394;R-HSA-9665389;R-HSA-9665388"
R-HSA-2871796,"FCERI mediated MAPK activation",11,124,0.008527025168477514,0.07204570520607298,0.5133051031908327,12,20,0.001479727730097662,1.0,9606,Homo sapiens,"P01780;P62993;P23083;P01768;P01834;P01700;P52735;P06331;P01742;A0M8Q6;P0DOY2","","R-HSA-2730889;R-HSA-2730841;R-HSA-2730856;R-HSA-2730840;R-HSA-2396599;R-HSA-2730892;R-HSA-2730844;R-HSA-2396561;R-HSA-2424477;R-HSA-2730851;R-HSA-2396606;R-HSA-2730886"
R-HSA-2871809,"FCERI mediated Ca+2 mobilization",11,129,0.008870856828496768,0.07204570520607298,0.5133051031908327,5,11,8.138502515537141E-4,1.0,9606,Homo sapiens,"P01780;P62993;P23083;P01768;P01834;P01700;P52735;P06331;P01742;A0M8Q6;P0DOY2","","R-HSA-2730888;R-HSA-2730858;R-HSA-2730847;R-HSA-2730833;R-HSA-2730885"
R-HSA-381426,"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",51,127,0.008733324164489065,0.07207305544134615,0.5133051031908327,13,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"P02771;P04114;P07942;P01042;P35858;O14791;P12259;P14314;P11047;Q16270;P0C0L4;P00747;O00391;P02649;Q8NBJ4;P02768;P02647;P02765;P07237;P01034;Q9BTY2;P05060;P00734;P02679;P08253;P01024;P02751;P00450;Q12841;P02671;P05546;O43493;P18065;P35555;P10451;Q8NBP7;P19823;Q15084;P02787;P24592;P24593;Q13103;P22692;P14625;P13611;P17936;P01009;P01008;P24821;P08311;P02652","","R-HSA-381412;R-HSA-381543;R-HSA-381446;R-HSA-381537;R-HSA-8952289;R-HSA-381518;R-HSA-381545;R-HSA-381461;R-HSA-381500;R-HSA-381503;R-HSA-381496;R-HSA-381435;R-HSA-381466"
R-HSA-597592,"Post-translational protein modification",115,1598,0.10988859854215376,0.0732694088775407,0.5133051031908327,203,526,0.03891683930156851,-1.0,9606,Homo sapiens,"P04114;O14791;P12259;Q9HCB6;P14314;O95274;P11047;P0C0L4;O00391;Q8NBJ4;P61026;P07237;P07996;P80108;P47756;Q14697;P13639;Q9Y277;P62805;P08174;P05060;P27918;P68104;P02679;P33908;P60900;P00450;Q12841;P05546;O43493;P10619;Q6YHK3;Q9P232;P30101;P10451;Q8NBP7;P19823;P14384;Q9H4B7;P62491;Q15286;P25789;P25788;P01137;P25787;P25786;P24593;P22692;Q16777;Q9P121;P13611;O95980;P54920;P11277;P15880;P52907;P17936;P01009;P01008;P62820;P07225;P02771;P07942;Q5VVQ6;P01042;Q16706;Q12907;Q16270;P02649;P02768;P02647;P02765;P00742;P22891;P55072;P00740;P01034;P61106;Q9GZV4;P06748;P60709;Q13449;Q9BTY2;Q99436;P16157;P11142;P00734;P49721;P00451;P01024;P02751;P27797;P02671;P28066;Q10588;P45880;P28065;P35555;Q15084;P02549;P02787;Q10471;Q13103;Q8TAX7;P14625;Q5QNW6;P28072;P28070;O43505;Q9UBR2;Q99497;P62987;P24821;P02652;P21796","","R-HSA-688136;R-HSA-8869506;R-HSA-5689950;R-HSA-6814831;R-HSA-159752;R-HSA-5696605;R-HSA-5696600;R-HSA-8931974;R-HSA-159757;R-HSA-548890;R-HSA-6814833;R-HSA-8852127;R-HSA-5665871;R-HSA-3640872;R-HSA-159773;R-HSA-8852134;R-HSA-8852133;R-HSA-5689972;R-HSA-8852132;R-HSA-5689973;R-HSA-8852131;R-HSA-8852130;R-HSA-8850594;R-HSA-5696627;R-HSA-8852129;R-HSA-8852128;R-HSA-870437;R-HSA-8852136;R-HSA-159796;R-HSA-159803;R-HSA-5696534;R-HSA-5694487;R-HSA-870479;R-HSA-8956106;R-HSA-9638097;R-HSA-5691411;R-HSA-159819;R-HSA-159826;R-HSA-914012;R-HSA-5688837;R-HSA-5688834;R-HSA-914008;R-HSA-914010;R-HSA-914005;R-HSA-9638090;R-HSA-914006;R-HSA-159836;R-HSA-159843;R-HSA-5696564;R-HSA-8956140;R-HSA-6781953;R-HSA-5665854;R-HSA-5694527;R-HSA-5694522;R-HSA-914017;R-HSA-4085331;R-HSA-914018;R-HSA-5691431;R-HSA-5696547;R-HSA-5691439;R-HSA-9638120;R-HSA-8853514;R-HSA-964737;R-HSA-8879123;R-HSA-5689539;R-HSA-8942099;R-HSA-8942101;R-HSA-5689544;R-HSA-1022127;R-HSA-977071;R-HSA-8867370;R-HSA-535717;R-HSA-6783177;R-HSA-532667;R-HSA-8953917;R-HSA-8932413;R-HSA-5690080;R-HSA-5367022;R-HSA-8870469;R-HSA-6782628;R-HSA-8870466;R-HSA-203973;R-HSA-964830;R-HSA-8953946;R-HSA-8869456;R-HSA-964825;R-HSA-204008;R-HSA-8956026;R-HSA-2179291;R-HSA-6782106;R-HSA-5690196;R-HSA-6782820;R-HSA-8853379;R-HSA-913675;R-HSA-6781814;R-HSA-8943003;R-HSA-4086059;R-HSA-8943007;R-HSA-8865182;R-HSA-8932243;R-HSA-6807877;R-HSA-6781764;R-HSA-6807875;R-HSA-9668023;R-HSA-6807872;R-HSA-4570485;R-HSA-6781779;R-HSA-981814;R-HSA-4084999;R-HSA-8932276;R-HSA-5696872;R-HSA-981809;R-HSA-5689111;R-HSA-977228;R-HSA-5173005;R-HSA-8943040;R-HSA-8943041;R-HSA-204617;R-HSA-8955869;R-HSA-6807868;R-HSA-6807866;R-HSA-8867288;R-HSA-6807864;R-HSA-8943080;R-HSA-8943083;R-HSA-204647;R-HSA-8952289;R-HSA-8865774;R-HSA-8862184;R-HSA-204662;R-HSA-4086088;R-HSA-5690159;R-HSA-5690157;R-HSA-5690152;R-HSA-5694423;R-HSA-5694418;R-HSA-5173192;R-HSA-5694417;R-HSA-5694431;R-HSA-5694428;R-HSA-5688797;R-HSA-5694425;R-HSA-8956184;R-HSA-5696960;R-HSA-5690319;R-HSA-8938770;R-HSA-8865050;R-HSA-8938773;R-HSA-5690827;R-HSA-5696968;R-HSA-5694409;R-HSA-5690870;R-HSA-5617143;R-HSA-5691381;R-HSA-5697009;R-HSA-5617138;R-HSA-6781897;R-HSA-5694439;R-HSA-8955706;R-HSA-5696997;R-HSA-8939323;R-HSA-936381;R-HSA-8938815;R-HSA-5694446;R-HSA-901047;R-HSA-6786012;R-HSA-5690856;R-HSA-8866105;R-HSA-5694441;R-HSA-5696914;R-HSA-1964505;R-HSA-8865090;R-HSA-8938829;R-HSA-4570496;R-HSA-5358484;R-HSA-936390;R-HSA-975814;R-HSA-1964501;R-HSA-8955712;R-HSA-6809006;R-HSA-6809003;R-HSA-8865098;R-HSA-8939335;R-HSA-5358494;R-HSA-6809015;R-HSA-5690759;R-HSA-6809014;R-HSA-6809011;R-HSA-163798;R-HSA-6809010;R-HSA-5358475;R-HSA-5696947;R-HSA-5696945;R-HSA-5696958;R-HSA-8940388;R-HSA-163820;R-HSA-5690790;R-HSA-159728;R-HSA-163825;R-HSA-159729;R-HSA-8932221;R-HSA-159733;R-HSA-981497"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",23,235,0.016160088020904965,0.07440935334345809,0.5133051031908327,35,65,0.004809115122817401,1.0,9606,Homo sapiens,"P01780;P28066;P23083;P28065;P52735;P28072;A0M8Q6;P0DOY2;P28070;Q99436;P62993;P01768;P01834;P62987;P25789;P01700;P25788;P06331;P49721;P01742;P60900;P25787;P25786","","R-HSA-2730856;R-HSA-9725206;R-HSA-2730858;R-HSA-2730860;R-HSA-2454240;R-HSA-2730848;R-HSA-2730851;R-HSA-2396599;R-HSA-2454192;R-HSA-9724685;R-HSA-2396606;R-HSA-2730870;R-HSA-2730889;R-HSA-2730888;R-HSA-2454208;R-HSA-5607728;R-HSA-202534;R-HSA-2730892;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-2730886;R-HSA-2730841;R-HSA-2730904;R-HSA-2730840;R-HSA-2730843;R-HSA-2730842;R-HSA-2730844;R-HSA-2396561;R-HSA-2730847;R-HSA-2730833;R-HSA-5607724;R-HSA-2424477;R-HSA-2454239;R-HSA-2730837"
R-HSA-1660662,"Glycosphingolipid metabolism",3,86,0.005913904552331178,0.07559861036789946,0.5133051031908327,4,32,0.0023675643681562593,1.0,9606,Homo sapiens,"P17900;P10619;P04062","","R-HSA-1605595;R-HSA-1605724;R-HSA-1605717;R-HSA-1605591"
R-HSA-428157,"Sphingolipid metabolism",3,158,0.010865080456608445,0.07559861036789946,0.5133051031908327,4,64,0.004735128736312519,1.0,9606,Homo sapiens,"P17900;P10619;P04062","","R-HSA-1605595;R-HSA-1605724;R-HSA-1605717;R-HSA-1605591"
R-HSA-5676934,"Protein repair",2,19,0.0013065603080731675,0.07614014329085847,0.5133051031908327,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P10599;Q9UJ68","","R-HSA-5676917;R-HSA-5676940"
R-HSA-166166,"MyD88-independent TLR4 cascade ",3,107,0.0073579975244120474,0.07699424780372364,0.5133051031908327,27,60,0.004439183190292986,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-2569057;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-168915;R-HSA-5362500;R-HSA-936985;R-HSA-2201338;R-HSA-168921;R-HSA-166175;R-HSA-936941;R-HSA-2562564;R-HSA-168166;R-HSA-5684273;R-HSA-450337;R-HSA-166245;R-HSA-5362486;R-HSA-450346;R-HSA-450358;R-HSA-936952;R-HSA-2559568;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-937075;R-HSA-936947;R-HSA-166271"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",3,107,0.0073579975244120474,0.07699424780372364,0.5133051031908327,25,58,0.00429121041728322,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-2569057;R-HSA-2562541;R-HSA-937029;R-HSA-5684250;R-HSA-168915;R-HSA-5362500;R-HSA-936985;R-HSA-2201338;R-HSA-168921;R-HSA-936941;R-HSA-2562564;R-HSA-168166;R-HSA-5684273;R-HSA-450337;R-HSA-166245;R-HSA-5362486;R-HSA-450346;R-HSA-450358;R-HSA-936952;R-HSA-2213017;R-HSA-936951;R-HSA-168184;R-HSA-937075;R-HSA-936947;R-HSA-166271"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",3,101,0.0069453995323889425,0.07699424780372364,0.5133051031908327,11,48,0.003551346552234389,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-450358;R-HSA-975103;R-HSA-168166;R-HSA-975147;R-HSA-5684273;R-HSA-450337;R-HSA-975097;R-HSA-168184;R-HSA-5684250;R-HSA-975122;R-HSA-450346"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",3,102,0.007014165864392794,0.07699424780372364,0.5133051031908327,12,63,0.004661142349807635,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-450358;R-HSA-975118;R-HSA-975103;R-HSA-168166;R-HSA-975147;R-HSA-5684273;R-HSA-450337;R-HSA-975097;R-HSA-168184;R-HSA-5684250;R-HSA-975122;R-HSA-450346"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",3,103,0.007082932196396644,0.07699424780372364,0.5133051031908327,12,66,0.004883101509322285,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-450358;R-HSA-975118;R-HSA-975103;R-HSA-168166;R-HSA-975147;R-HSA-5684273;R-HSA-450337;R-HSA-975097;R-HSA-168184;R-HSA-5684250;R-HSA-975122;R-HSA-450346"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",3,106,0.007289231192408197,0.07699424780372364,0.5133051031908327,12,68,0.005031074282332051,1.0,9606,Homo sapiens,"P80511;P08571;P62987","","R-HSA-450358;R-HSA-975118;R-HSA-975103;R-HSA-168166;R-HSA-975147;R-HSA-5684273;R-HSA-450337;R-HSA-975097;R-HSA-168184;R-HSA-5684250;R-HSA-975122;R-HSA-450346"
R-HSA-9013424,"RHOV GTPase cycle",3,39,0.0026818869481501856,0.07749271748797518,0.5133051031908327,1,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P67936;P06753;P60953","","R-HSA-9018794"
R-HSA-8854214,"TBC/RABGAPs",2,49,0.003369550268188695,0.07979158077650488,0.5133051031908327,2,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"P62491;Q15286","","R-HSA-8854759;R-HSA-8854173"
R-HSA-556833,"Metabolism of lipids",26,1437,0.09881721908953377,0.0805578810430867,0.5133051031908327,54,949,0.07021308079313407,1.0,9606,Homo sapiens,"P10619;O75342;Q01469;P17900;P08185;Q6P4A8;P04062;P01019;P02768;P02647;Q16698;Q15166;P61106;P48163;Q16836;P27169;P14324;O75131;Q9BWD1;Q9UKG9;P15121;P09960;P06276;P02774;Q9BYJ1;P02652","","R-HSA-77312;R-HSA-8963851;R-HSA-8942208;R-HSA-1655824;R-HSA-77323;R-HSA-390281;R-HSA-1989776;R-HSA-1989774;R-HSA-8932633;R-HSA-77331;R-HSA-1482884;R-HSA-209944;R-HSA-194079;R-HSA-109343;R-HSA-77342;R-HSA-194083;R-HSA-372519;R-HSA-1482685;R-HSA-2161950;R-HSA-1449687;R-HSA-8871366;R-HSA-1605595;R-HSA-1605724;R-HSA-191303;R-HSA-77254;R-HSA-209738;R-HSA-350158;R-HSA-194121;R-HSA-1605717;R-HSA-1605591;R-HSA-8848215;R-HSA-194130;R-HSA-9020253;R-HSA-9020252;R-HSA-191322;R-HSA-5334794;R-HSA-266072;R-HSA-350168;R-HSA-196060;R-HSA-1482825;R-HSA-1482612;R-HSA-1989756;R-HSA-209760;R-HSA-1989754;R-HSA-9020270;R-HSA-9018862;R-HSA-9020257;R-HSA-9020258;R-HSA-194153;R-HSA-350186;R-HSA-9024890;R-HSA-9018877;R-HSA-1482856;R-HSA-5333678"
R-HSA-1237044,"Erythrocytes take up carbon dioxide and release oxygen",4,23,0.001581625636088571,0.08083797081385363,0.5133051031908327,4,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P00915;P68871;P69905;P02730","","R-HSA-6806831;R-HSA-1237038;R-HSA-1475435;R-HSA-1237325"
R-HSA-1480926,"O2/CO2 exchange in erythrocytes",4,23,0.001581625636088571,0.08083797081385363,0.5133051031908327,7,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"P00915;P68871;P69905;P02730","","R-HSA-1247665;R-HSA-1247668;R-HSA-6806831;R-HSA-1475436;R-HSA-1237038;R-HSA-1475435;R-HSA-1237325"
R-HSA-1247673,"Erythrocytes take up oxygen and release carbon dioxide",4,16,0.0011002613120616146,0.08083797081385363,0.5133051031908327,3,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P00915;P68871;P69905;P02730","","R-HSA-1247665;R-HSA-1247668;R-HSA-1475436"
R-HSA-197264,"Nicotinamide salvaging",1,59,0.0040572135882272035,0.0820868510861908,0.5133051031908327,1,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"Q8NCW5","","R-HSA-6806966"
R-HSA-5689896,"Ovarian tumor domain proteases",3,44,0.0030257186081694403,0.08279241574761725,0.5133051031908327,8,14,0.0010358094110683633,1.0,9606,Homo sapiens,"Q5VVQ6;P62987;P55072","","R-HSA-5690870;R-HSA-688136;R-HSA-936381;R-HSA-8869506;R-HSA-6781953;R-HSA-8865182;R-HSA-5690827;R-HSA-5690856"
R-HSA-8853383,"Lysosomal oligosaccharide catabolism",1,12,8.25195984046211E-4,0.08299306538874908,0.5133051031908327,1,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"O00462","","R-HSA-8853710"
R-HSA-5083625,"Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)",1,20,0.0013753266400770184,0.08301238946532268,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"Q8TAX7","","R-HSA-5096537"
R-HSA-5083636,"Defective GALNT12 causes colorectal cancer 1 (CRCS1)",1,20,0.0013753266400770184,0.08301238946532268,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"Q8TAX7","","R-HSA-5096532"
R-HSA-5083632,"Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)",1,21,0.0014440929720808693,0.08301238946532268,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"Q8TAX7","","R-HSA-6785524"
R-HSA-977068,"Termination of O-glycan biosynthesis",1,28,0.0019254572961078255,0.08301238946532268,0.5133051031908327,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"Q8TAX7","","R-HSA-977071;R-HSA-977228;R-HSA-981497;R-HSA-981814;R-HSA-981809"
R-HSA-5621480,"Dectin-2 family",1,65,0.004469811580250309,0.08301238946532268,0.5133051031908327,1,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"Q8TAX7","","R-HSA-8858500"
R-HSA-193648,"NRAGE signals death through JNK",1,63,0.004332278916242608,0.08336357901987293,0.5133051031908327,1,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P52735","","R-HSA-205039"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",3,44,0.0030257186081694403,0.08415862802952326,0.5133051031908327,12,14,0.0010358094110683633,1.0,9606,Homo sapiens,"P62987;P35222;P63104","","R-HSA-3361751;R-HSA-5368580;R-HSA-3769391;R-HSA-3772430;R-HSA-3769393;R-HSA-3364042;R-HSA-3769392;R-HSA-3769394;R-HSA-5665608;R-HSA-3769383;R-HSA-3322429;R-HSA-5626938"
R-HSA-8876493,"InlA-mediated entry of Listeria monocytogenes into host cells",3,14,9.627286480539128E-4,0.08435079430756036,0.5133051031908327,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P62987;P12830;P35222","","R-HSA-8876948;R-HSA-8876993;R-HSA-8876497;R-HSA-8877003;R-HSA-112333"
R-HSA-6791055,"TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P",1,3,2.0629899601155274E-4,0.0847614591407303,0.5133051031908327,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P37837","","R-HSA-5659989"
R-HSA-6791462,"TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P",1,3,2.0629899601155274E-4,0.0847614591407303,0.5133051031908327,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"P37837","","R-HSA-5659998"
R-HSA-8951430,"RUNX3 regulates WNT signaling",1,10,6.876633200385092E-4,0.08483641446344065,0.5133051031908327,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-4411367;R-HSA-8951442;R-HSA-8951443;R-HSA-8951428;R-HSA-4411357"
R-HSA-4411364,"Binding of TCF/LEF:CTNNB1 to target gene promoters",1,10,6.876633200385092E-4,0.08483641446344065,0.5133051031908327,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-4411351;R-HSA-4411367;R-HSA-4411357;R-HSA-4411372"
R-HSA-5339716,"Signaling by GSK3beta mutants",1,15,0.0010314949800577637,0.08483641446344065,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P35222","","R-HSA-5339713"
R-HSA-4839743,"Signaling by CTNNB1 phospho-site mutants",1,16,0.0011002613120616146,0.08483641446344065,0.5133051031908327,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-4827388;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638"
R-HSA-5358752,"T41 mutants of beta-catenin aren't phosphorylated",1,16,0.0011002613120616146,0.08483641446344065,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P35222","","R-HSA-4839638"
R-HSA-5358751,"S45 mutants of beta-catenin aren't phosphorylated",1,16,0.0011002613120616146,0.08483641446344065,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P35222","","R-HSA-4827388"
R-HSA-5358749,"S37 mutants of beta-catenin aren't phosphorylated",1,16,0.0011002613120616146,0.08483641446344065,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P35222","","R-HSA-4839635"
R-HSA-5358747,"S33 mutants of beta-catenin aren't phosphorylated",1,16,0.0011002613120616146,0.08483641446344065,0.5133051031908327,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P35222","","R-HSA-4839634"
R-HSA-196299,"Beta-catenin phosphorylation cascade",1,19,0.0013065603080731675,0.08483641446344065,0.5133051031908327,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-3134973,"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production",1,7,4.813643240269564E-4,0.08483641446344065,0.5133051031908327,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-3134904;R-HSA-3134901;R-HSA-3134883;R-HSA-3134914"
R-HSA-4791275,"Signaling by WNT in cancer",1,39,0.0026818869481501856,0.08483641446344065,0.5133051031908327,5,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P35222","","R-HSA-5339713;R-HSA-4827388;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",1,33,0.0022692889561270802,0.08483641446344065,0.5133051031908327,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-201685;R-HSA-3601585"
R-HSA-8853884,"Transcriptional Regulation by VENTX",1,48,0.003300783936184844,0.08483641446344065,0.5133051031908327,2,13,9.618230245634804E-4,1.0,9606,Homo sapiens,"P35222","","R-HSA-8853956;R-HSA-8853965"
R-HSA-444473,"Formyl peptide receptors bind formyl peptides and many other ligands",1,11,7.564296520423601E-4,0.08774396433792817,0.5133051031908327,2,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P04083","","R-HSA-444476;R-HSA-391913"
